id,name,extra,area,meters,section,region,feet,summited,lat,lng,link,description,pictureURL,startingPointURL
110,Stob Dearg,Buachaille Etive Mor,Fort William,1021,03B,03B: Loch Linnhe to Loch Etive,3351,FALSE,56.646228,-4.900377,https://www.walkhighlands.co.uk/munros/stob-dearg-buachaille-etive-mor,"Stob Dearg stands as the tallest and most magnificent summit of Buachaille Etive Mòr, earning its place as one of the most iconic landmarks in the Scottish Highlands. This mountain offers an awe-inspiring pyramid of rock that captivates the eyes of those journeying along the A82 through the vast expanse of Rannoch Moor. Its striking silhouette and rugged beauty make it a must-see for any adventurer exploring this breathtaking region.",https://d3teiib5p3f439.cloudfront.net/munros/stob-dearg-buachaille-etive-mor-1.JPG,"https://www.google.com/maps/search/56.66440,-4.90450/"
111,Stob na Broige,Buachaille Etive Mor,Fort William,953,03B,03B: Loch Linnhe to Loch Etive,3128,FALSE,56.629879,-4.951162,https://www.walkhighlands.co.uk/munros/stob-na-broige-buachaille-etive-mor,"Stob na Bròige stands proudly at the Glen Etive terminus of the iconic Buachaille Etive Mòr. Elevated to the status of a separate Munro in 1997, this peak has since become a must-visit for avid munro baggers. The reclassification encourages enthusiasts to undertake a full traverse of the ridge, offering a more comprehensive and rewarding hiking experience. The journey across the ridge not only provides a sense of accomplishment but also treats hikers to breathtaking vistas and a deeper connection with the rugged beauty of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/stob-na-broige-buachaille-etive-mor-1.JPG,"https://www.google.com/maps/search/56.66440,-4.90450/"
112,Bynack More,,Cairngorms,1090,08A,08A: Cairngorms,3576,FALSE,57.13822,-3.584716,https://www.walkhighlands.co.uk/munros/bynack-more,"Bynack More stands as a prominent sentinel in the northeastern reaches of the High Cairngorms, its distinctive pyramidal peak often giving the impression of being the tallest mountain in the range when viewed from various points in Moray. The summit offers sweeping, panoramic vistas that are truly breathtaking. Adding to the mountain's allure are the impressive tors known as the Barns of Bynack, which are scattered along the eastern side of the ridge, providing an intriguing geological feature for hikers to explore.",https://d3teiib5p3f439.cloudfront.net/munros/bynack-more-1.JPG,"https://www.google.com/maps/search/57.15910,-3.68160/"
113,Cairn Bannoch,,Cairngorms,1012,07A,07A: Braemar to Montrose,3320,FALSE,56.927728,-3.278403,https://www.walkhighlands.co.uk/munros/cairn-bannoch,"Cairn Bannoch, while not particularly prominent, is a notable peak situated on the expansive Mounth plateau, just south of the renowned Lochnagar. Though the summit itself may seem modest, the surrounding landscape offers dramatic features, most notably the impressive cliff face of Creag an Dubh Loch, which lies to the northeast. This striking cliff, although hidden from direct view at Cairn Bannoch, adds a sense of grandeur to the area and is a significant landmark for those exploring the region.",https://d3teiib5p3f439.cloudfront.net/munros/cairn-bannoch-1.JPG,"https://www.google.com/maps/search/56.95250,-3.13640/"
114,Cairn Gorm,,Cairngorms,1245,08A,08A: Cairngorms,4084,FALSE,57.116714,-3.644477,https://www.walkhighlands.co.uk/munros/cairn-gorm,"Cairn Gorm stands as one of Scotland's most iconic peaks. Although it doesn't claim the title of the highest summit, its name has been bestowed upon the entire mountain range. The area has seen significant development, particularly for skiing, and the funicular railway that ascends to the Ptarmigan restaurant. These modern conveniences, while popular, have somewhat diminished the sense of wilderness and the traditional experience of ascending the mountain on foot. Despite this, Cairn Gorm remains a beloved destination for outdoor enthusiasts and offers breathtaking views and a unique blend of natural beauty and human ingenuity.",https://d3teiib5p3f439.cloudfront.net/munros/cairn-gorm-1.JPG,"https://www.google.com/maps/search/57.13400,-3.67120/"
115,Cairn of Claise,,Cairngorms,1063,07A,07A: Braemar to Montrose,3488,FALSE,56.894179,-3.338638,https://www.walkhighlands.co.uk/munros/cairn-of-claise,"Cairn of Claise is a modest elevation situated on the expansive plateau to the east of the Cairnwell Pass. This munro may not stand out dramatically, but it offers a unique charm with its sweeping views. Near the summit, you'll find a substantial stone wall that historically marked the boundary between counties, adding a touch of historical intrigue to your hike.",https://d3teiib5p3f439.cloudfront.net/munros/cairn-of-claise-1.JPG,"https://www.google.com/maps/search/56.90330,-3.40080/"
116,Cairn Toul,,Cairngorms,1291,08A,08A: Cairngorms,4236,FALSE,57.054406,-3.710757,https://www.walkhighlands.co.uk/munros/cairn-toul,"Cairn Toul stands out as one of the most striking peaks in the high Cairngorms, towering majestically above the nascent River Dee. Its elegant, shapely form makes it a prominent feature in this rugged landscape. Situated in an exceptionally wild and remote area, reaching Cairn Toul often requires a multi-day expedition. Whether you approach from Deeside or Speyside, an overnight stay is typically necessary to conquer this impressive mountain. The journey, though challenging, rewards adventurers with breathtaking views and a profound sense of accomplishment.",https://d3teiib5p3f439.cloudfront.net/munros/cairn-toul-1.JPG,"https://www.google.com/maps/search/57.14620,-3.67930/"
117,Carn a' Chlamain,,Perthshire,964,06A,06A: Glen Tromie to Glen Tilt,3161,FALSE,56.860965,-3.779634,https://www.walkhighlands.co.uk/munros/carn-a-chlamain,"Càrn a' Chlamain boasts a rocky peak perched on the boundary of an expansive plateau overlooking Glen Tilt. The typical route to this munro winds through the glen, offering a journey filled with stunning natural beauty, making it an exceptionally rewarding hike. The scenic vistas and serene atmosphere of Glen Tilt enhance the overall experience, ensuring that the trek to Càrn a' Chlamain is both memorable and enjoyable.",https://d3teiib5p3f439.cloudfront.net/munros/carn-a-chlamain-1.JPG,"https://www.google.com/maps/search/56.77450,-3.84325/"
118,Carn a' Choire Bhoidheach,,Cairngorms,1110,07A,07A: Braemar to Montrose,3641,FALSE,56.945773,-3.272707,https://www.walkhighlands.co.uk/munros/carn-a-choire-bhoidheach,"Càrn a' Choire Bhòidheach is situated at the heart of the expansive White Mounth plateau, offering a unique experience for munro baggers. The actual summit is a rather unremarkable rise, but just a short trek to the north lies the more striking Stuic. This minor peak is perched on the edge of two breathtaking corries, providing a dramatic contrast to the otherwise gentle landscape. The area is a blend of serene flatlands and rugged beauty, making it a must-visit for those seeking both tranquility and awe-inspiring views.",https://d3teiib5p3f439.cloudfront.net/munros/carn-a-choire-bhoidheach-1.JPG,"https://www.google.com/maps/search/56.95250,-3.13640/"
119,Carn a' Gheoidh,,Cairngorms,976,06B,06B: Pitlochry to Braemar & Blairgowrie,3202,FALSE,56.873065,-3.466616,https://www.walkhighlands.co.uk/munros/carn-a-gheoidh,"Càrn a' Ghèoidh is tucked away behind the more well-known Cairnwell Munros, providing a serene and secluded escape from the bustling ski developments that characterize its neighboring peaks. This hidden gem offers a tranquil retreat, allowing hikers to immerse themselves in the wild, unspoiled beauty of the Scottish Highlands.",https://d3teiib5p3f439.cloudfront.net/munros/carn-a-gheoidh-1.JPG,"https://www.google.com/maps/search/56.88680,-3.41490/"
120,Carn a' Mhaim,,Cairngorms,1037,08A,08A: Cairngorms,3402,FALSE,57.036871,-3.658384,https://www.walkhighlands.co.uk/munros/carn-a-mhaim,"Càrn a' Mhàim stands sentinel over the Lairig Ghru as you approach from Braemar. This Munro is connected to the formidable Ben Macdui by what is arguably the most slender ridge in the Cairngorms, offering an exhilarating traverse. The journey culminates in a challenging and steep ascent, rewarding climbers with the majestic summit of Ben Macdui. The route not only tests your endurance but also provides breathtaking views and a sense of accomplishment as you conquer one of Scotland's most iconic landscapes.",https://d3teiib5p3f439.cloudfront.net/munros/carn-a-mhaim-1.JPG,"https://www.google.com/maps/search/56.99000,-3.54430/"
121,Carn an Fhidhleir,Carn Ealar,Cairngorms,994,06A,06A: Glen Tromie to Glen Tilt,3261,FALSE,56.936029,-3.801535,https://www.walkhighlands.co.uk/munros/carn-an-fhidhleir-carn-ealar,"Càrn an Fhìdhleir, while not the most visually striking Munro with its rounded and unassuming summit, offers a unique challenge due to its remote location. Nestled deep within an expansive, roadless wilderness, reaching this peak demands a significant effort. Adventurers can embark on their journey from Glen Feshie, Glen Tilt, or more commonly, the Linn of Dee. The latter route is particularly popular as it can be made more manageable with the use of a mountain bike, allowing for a more efficient and enjoyable approach through the rugged terrain.",https://d3teiib5p3f439.cloudfront.net/munros/carn-an-fhidhleir-carn-ealar-1.JPG,"https://www.google.com/maps/search/56.98940,-3.54350/"
122,Carn an Righ,,Perthshire,1029,06B,06B: Pitlochry to Braemar & Blairgowrie,3376,FALSE,56.876583,-3.595273,https://www.walkhighlands.co.uk/munros/carn-an-righ,"Càrn an Rìgh stands as a prominent, steep-sided peak nestled in the central region of the Mounth. This majestic mountain is typically ascended from the southeast, with the journey beginning at the Spittal of Glenshee. The route offers a challenging yet rewarding experience, showcasing the rugged beauty and serene landscapes that characterize this part of Scotland.",https://d3teiib5p3f439.cloudfront.net/munros/carn-an-righ-1.JPG,"https://www.google.com/maps/search/56.81410,-3.46720/"
123,Carn an t-Sagairt Mor,,Cairngorms,1047,07A,07A: Braemar to Montrose,3435,FALSE,56.942973,-3.303227,https://www.walkhighlands.co.uk/munros/carn-an-t-sagairt-mor,"Càrn an t-Sagairt Mòr is situated on the expansive Mounth plateau, lying to the west of the renowned Lochnagar. The southern slopes of this munro are traversed by an ancient path that leads to the Lochnagar summit from Glen Callater, offering a historical route for hikers. The hill itself is characterized by its dome-like shape, and one of its most intriguing features is the scattered aircraft wreckage found to the north of the summit. This wreckage serves as a poignant reminder of the area's history and adds a unique point of interest for those who venture to its peak.",https://d3teiib5p3f439.cloudfront.net/munros/carn-an-t-sagairt-mor-1.JPG,"https://www.google.com/maps/search/56.95250,-3.13640/"
124,Carn an Tuirc,,Cairngorms,1019,07A,07A: Braemar to Montrose,3343,FALSE,56.908265,-3.357125,https://www.walkhighlands.co.uk/munros/carn-an-tuirc,"Càrn an Tuirc is a rocky, dome-shaped peak, standing as one of the four Munros that rise above the eastern side of the Cairnwell Pass. The summits in this area are spread across a broad plateau, offering ample opportunities for hikers to plan various routes that encompass multiple peaks in a single adventure. The terrain and layout make it an ideal destination for those looking to experience the grandeur of the Scottish Highlands while tackling several Munros in one go.",https://d3teiib5p3f439.cloudfront.net/munros/carn-an-tuirc-1.JPG,"https://www.google.com/maps/search/56.90330,-3.40080/"
125,Carn Aosda,,Cairngorms,915,06B,06B: Pitlochry to Braemar & Blairgowrie,3003,FALSE,56.895696,-3.423274,https://www.walkhighlands.co.uk/munros/carn-aosda,"Càrn Aosda stands out as one of the most accessible and swift Munros to ascend, making it an ideal choice for those seeking a brief yet rewarding climb. However, this ease of access is perhaps its most notable feature. The mountain's natural beauty has been significantly altered due to extensive development for skiing activities. Ski pistes, tow lifts, and access tracks crisscross its slopes, particularly above the Cairnwell Pass, detracting from its otherwise rugged charm. Despite this, Càrn Aosda offers a unique perspective on the balance between outdoor recreation and natural preservation.",https://d3teiib5p3f439.cloudfront.net/munros/carn-aosda-1.JPG,"https://www.google.com/maps/search/56.88680,-3.41490/"
